ID,Estradas,Numero_Estradas,Descricoes,Comprimento,Data_Inicio,Hora_Inicio,Data_Fim,Hora_Fim,Categoria,Magnitude,Coordenadas,Cidade,Versao,Diferenca
d2d37e31cdea62c961293b96bdb4eb93,"",0,"Encerrado/a,Trabalhos na estrada",27.497043471,2021-05-15,08,2021-05-15,16,Estrada fechada,Indefinido,"38.7216085348,-9.1377658092",Lisboa,1,8.5
d2d37e31cdea62c961293b96bdb4eb93,"",0,"Encerrado/a,Trabalhos na estrada",27.497043471,2021-05-15,08,2021-05-15,16,Estrada fechada,Indefinido,"38.7215227363,-9.1376947307",Lisboa,1,8.5
81c0ec98885f4d994026efcda00a0c89,"",0,"Encerrado/a,Trabalhos na estrada",27.497043471,2021-05-15,08,2021-05-15,16,Estrada fechada,Indefinido,"38.7215227363,-9.1376947307",Lisboa,1,8.5
81c0ec98885f4d994026efcda00a0c89,"",0,"Encerrado/a,Trabalhos na estrada",27.497043471,2021-05-15,08,2021-05-15,16,Estrada fechada,Indefinido,"38.7216085348,-9.1377658092",Lisboa,1,8.5
81c0ec98885f4d994026efcda00a0c89,"",0,"Encerrado/a,Trabalhos na estrada",27.497043471,2021-05-15,08,2021-05-15,16,Estrada fechada,Indefinido,"38.7217319354,-9.1378637099",Lisboa,1,8.5
c93c22677bff1cc1b6e253afceab8638,"",0,"Transito parado",472.1268532056,2021-05-15,14,2021-05-15,16,Congestionamento,Elevado,"38.7065854936,-9.1416778111",Lisboa,6,2.0
c93c22677bff1cc1b6e253afceab8638,"",0,"Transito parado",472.1268532056,2021-05-15,14,2021-05-15,16,Congestionamento,Elevado,"38.7065734584,-9.1416670822",Lisboa,6,2.0
c93c22677bff1cc1b6e253afceab8638,"",0,"Transito parado",472.1268532056,2021-05-15,14,2021-05-15,16,Congestionamento,Elevado,"38.7065573678,-9.1416590356",Lisboa,6,2.0
c93c22677bff1cc1b6e253afceab8638,"",0,"Transito parado",472.1268532056,2021-05-15,14,2021-05-15,16,Congestionamento,Elevado,"38.7065372218,-9.141650989",Lisboa,6,2.0
c93c22677bff1cc1b6e253afceab8638,"",0,"Transito parado",472.1268532056,2021-05-15,14,2021-05-15,16,Congestionamento,Elevado,"38.7065211312,-9.1416429424",Lisboa,6,2.0
c93c22677bff1cc1b6e253afceab8638,"",0,"Transito parado",472.1268532056,2021-05-15,14,2021-05-15,16,Congestionamento,Elevado,"38.7064648141,-9.1416067325",Lisboa,6,2.0
c93c22677bff1cc1b6e253afceab8638,"",0,"Transito parado",472.1268532056,2021-05-15,14,2021-05-15,16,Congestionamento,Elevado,"38.7063615332,-9.1415584528",Lisboa,6,2.0
